esco_skill_label,esco_skill_uri,max_similarity,n_similar,mean_similarity,max_similarity_capability
operate plasma cutting torch,http://data.europa.eu/esco/skill/f1e122e5-24a8-44c0-bf3f-90044e72370c,0.8418160676956177,0,0.6246322288367275,deliver a highly targeted radiation dose to the tumor while protecting surrounding healthy tissue
analyse animal locomotion,http://data.europa.eu/esco/skill/f1e1a05d-49a6-492f-ae99-88533ef26d13,0.8857637047767639,0,0.6725000748992898,simulate neurons and intricate networks constituting the human brain
perform bilateral interpretation,http://data.europa.eu/esco/skill/f1ec7f2b-8b4f-4fbf-86e2-5ba5928fd030,0.925466001033783,15,0.6912594569912995,engage candidates in the application process with conversational interfaces
prepare real estate contract,http://data.europa.eu/esco/skill/f1efe8d2-42b2-4fba-999f-2409f7685221,0.9058589339256287,1,0.6907255386108334,operate online marketplace for buying and selling alternative and real estate investments
perform routine lube oil tests,http://data.europa.eu/esco/skill/f1f40210-06cf-48f8-92d4-31c4ecc48682,0.8649113178253174,0,0.6503074106988255,validate operational effectiveness and efficiency with liquid cooling and testing processes
define evaluation objectives and scope,http://data.europa.eu/esco/skill/f1f5093b-0b26-4d59-984b-0531c6ccf205,0.943705141544342,182,0.694435031552271,improve the efficiency and effectiveness of the expert matching process
apply territory planning,http://data.europa.eu/esco/skill/f1f5eb7f-1776-456b-83a4-f3e06df2da5a,0.9213444590568542,5,0.7199771515897757,accelerate the permitting and construction planning processes
work with mistelle bases,http://data.europa.eu/esco/skill/f1fc2e51-7f41-4c67-abe3-ca7ae39beeb2,0.9057868719100952,7,0.6937412690432964,simplify the application process for students applying to multiple campuses and programs with a single application
tend blower,http://data.europa.eu/esco/skill/f2051206-bdd8-4f6e-a2c7-14af8da25afc,0.8228915929794312,0,0.5633252145472918,use less water and cleaning agents
lead a team in hospitality service,http://data.europa.eu/esco/skill/f2051d94-4877-4f20-b1c6-31cca9132884,0.9136252999305725,11,0.6445020694508793,offer revenue operations functionality in a unified platform
design thermal equipment,http://data.europa.eu/esco/skill/f2071535-4da0-4253-a548-920d170b80e0,0.9456352591514587,54,0.721656407674878,"enter mechanical, temperature and electrical properties for polymer development"
operate dishwashing machine,http://data.europa.eu/esco/skill/f20aedf0-6543-498d-b88e-0a32e604acbb,0.8907864093780518,0,0.6663411637199094,"use GenerativeAI, machine learning, and large language models to improve billing transparency"
plan geotechnical investigations in the field,http://data.europa.eu/esco/skill/f21c2b32-83e0-46b2-99b1-c277e3d27f2f,0.9228760004043579,30,0.679715016403279,promote development and application of computer graphics in the fashion field
inspect road signs,http://data.europa.eu/esco/skill/f21c872c-68ae-49bb-a84f-bf3097c65443,0.8883671760559082,0,0.6412933818829855,provide connected vehicles with critical information about the presence of all road users in their vicinity
perform endoscopy,http://data.europa.eu/esco/skill/f22cfa92-9336-4205-a691-4d5290701463,0.8717162609100342,0,0.6582820815509799,deliver custom analog ICs in a fraction of the time compared to traditional methods
use CAD for lasts,http://data.europa.eu/esco/skill/f22dd07b-cb0f-4b18-ba54-d922dfaa8c14,0.9225918054580688,38,0.7340577939745829,modify digital design and fabrication classes for accessibility
prepare survey report,http://data.europa.eu/esco/skill/f23ced50-862a-49d8-b7f6-a5c4bd6b49af,0.8870439529418945,0,0.66207877077729,simplify report creation
plan event marketing for promotional campaigns,http://data.europa.eu/esco/skill/f23f2b11-5bd8-422f-a669-a96a03d0eb4d,0.9343077540397644,22,0.7226992302767211,streamline communication for event information and giveaways
revise drafts made by managers,http://data.europa.eu/esco/skill/f241fbf8-08a2-4c05-b9c1-3438d3e648dd,0.8927410840988159,0,0.5295679063573872,undo changes made by attackers
manipulate object to create illusions,http://data.europa.eu/esco/skill/f245f8af-4412-4be0-8b51-78f355a86288,0.9163716435432434,6,0.6656751937373532,employ text and image recognition technologies to instantly solve problems
circulate information,http://data.europa.eu/esco/skill/f24d196c-fda3-412b-aa8d-c9d36db80cd8,0.9228109121322632,28,0.7257202965143453,extract and present relevant information
exert quality control to processing food,http://data.europa.eu/esco/skill/f2536b0a-068b-48ed-910f-231bfa0ec032,0.9219616651535034,23,0.6836254524498139,deliver transparency and service quality to depositors
design scientific equipment,http://data.europa.eu/esco/skill/f256f3fb-bb26-4d2c-99f2-7f99b68076fd,0.9243857264518738,93,0.7435864265643938,integrate information and communication technology with advanced manufacturing techniques
assemble visitor supplies,http://data.europa.eu/esco/skill/f26093e2-494b-45f3-b7d8-38065ab237a7,0.8586892485618591,0,0.6617994027753471,provide connectivity for merchants to normalize feeds from multiple vendors and dropshippers
communicate analytical insights,http://data.europa.eu/esco/skill/f263da7f-0708-42c2-b1a9-39083416f632,0.9405235648155212,433,0.751100131868765,explore and extract information from regulations and scientific papers
participate in artistic mediation activities,http://data.europa.eu/esco/skill/f264ce55-d1bf-4be5-9c25-08f9c14ed5e0,0.9327720999717712,16,0.660608141887897,"support development of knowledge, education, and research in a multicultural approach"
monitor fermentation,http://data.europa.eu/esco/skill/f26f7a48-c0de-4f86-b319-ef1770350d66,0.9463659524917603,260,0.7297162711519772,enable automated application of policies and controls through accurate classification and metadata attachment
advise on animal welfare,http://data.europa.eu/esco/skill/f2711363-fced-40af-837e-5cea0c7f0604,0.916254997253418,13,0.6877424758606616,optimize resources and interventions based on individual patient needs
explain characteristics of computer peripheral equipment,http://data.europa.eu/esco/skill/f2741507-c5f7-45b6-8bcd-8d0d27650d68,0.9550289511680603,533,0.7042976461460113,"monitor, analyze and optimize the performance of machine learning models"
develop patient treatment strategies,http://data.europa.eu/esco/skill/f274995e-9781-4c7f-a246-25577ee51dc6,0.938031792640686,38,0.7116991733105125,develop personalized treatment strategies
inspect roofs,http://data.europa.eu/esco/skill/f27bc0b0-5270-4467-9ea8-d6e8c2dbd9dc,0.8640750646591187,0,0.6434187691610455,"simplify the process of buying, selling and financing homes"
assist in church service,http://data.europa.eu/esco/skill/f2833704-a4ef-4dbb-934c-ba2234212d3e,0.9146485924720764,8,0.6565808857524131,"identify the best performing vendors in professional services, social services, governance services, environmental services"
evaluate textile characteristics,http://data.europa.eu/esco/skill/f2836f4d-e797-49fe-94ec-c237c84df76d,0.9225804805755615,15,0.6871102811835174,analyze combinations of products frequently purchased together
customize diets to animals,http://data.europa.eu/esco/skill/f2839e69-8a96-4981-908e-01754890f82c,0.9159438610076904,26,0.658919547595475,develop novel BSF genetics tailored to specific cultivation conditions and feed
analyse software specifications,http://data.europa.eu/esco/skill/f28617ad-afdd-4041-814c-216153a38998,0.9503832459449768,260,0.7488200295419878,enable automated application of policies and controls through accurate classification and metadata attachment
maintain electrical mine machinery,http://data.europa.eu/esco/skill/f2898671-c530-4357-8999-6420d3a7708f,0.8713866472244263,0,0.6596126129897415,optimize operation and maintenance systems for fault prediction and sensing
advise on social security benefits,http://data.europa.eu/esco/skill/f28c3e9b-8666-48d4-a5e4-542ac193879b,0.9327031373977661,19,0.6836608249628939,provide educational content on security and financial responsibility
operate pneumatic conveyor chutes,http://data.europa.eu/esco/skill/f28e74ac-ab8b-4f15-9bdd-8bb5c220e9ad,0.8268097043037415,0,0.6158093318376939,integrate storage systems with BlueField-3 DPUs to deliver efficient storage services
monitor bond market,http://data.europa.eu/esco/skill/f298831b-9eb5-4d26-b4e4-7efd04f3cf57,0.903948187828064,6,0.7052350471101512,deliver a cohesive industry-leading portfolio to the financial crime detection market
analyse tree population,http://data.europa.eu/esco/skill/f29c3331-b0dc-44c6-949f-b646bcfde992,0.8936498761177063,0,0.6344457958180317,visualize tree planting and tree growing activities
monitor interventions in the outdoors,http://data.europa.eu/esco/skill/f2a013b8-68c7-4c6c-a497-dafa2407e7d1,0.9435238242149353,112,0.7155446935329557,enforce access control and governance policies in the feature workflow
clean chimney,http://data.europa.eu/esco/skill/f2a19f30-399e-4257-9681-9edaa9917875,0.8544018268585205,0,0.627912121177223,synchronization between devices to ensure effective stain removal
forecast economic trends,http://data.europa.eu/esco/skill/f2a34d6b-131a-4b8f-a110-898b9c91d18f,0.9050136804580688,1,0.6641480062402638,analyze and predict market trends
provide chiropractic paediatric healthcare,http://data.europa.eu/esco/skill/f2aa1495-e0f0-4bc0-bfb8-76273e93ef93,0.9543405771255493,80,0.703572288904649,provide healthcare organizations with valuable insights to ensure appropriate reimbursements for patient care and improve health outcomes
ensure store security,http://data.europa.eu/esco/skill/f2aeb587-32fc-4a2c-af4c-07fbb82f7287,0.8921328186988831,0,0.7028058608291915,ensure information security and integrity
operate mechanical equipment of ships,http://data.europa.eu/esco/skill/f2b589bb-eec2-419d-a3ab-e28ad092a73f,0.8791146278381348,0,0.6809180768198723,take large manufacturing data sets on operational failures to identify contributing parts
evaluate vineyard problems,http://data.europa.eu/esco/skill/f2bf8eae-5b91-47ba-93d3-557af74e23eb,0.9004537463188171,1,0.6932296854061469,solving optimization and efficiency challenges in business processes
perform chiropractic examinations,http://data.europa.eu/esco/skill/f2c49982-7fe7-444e-9df7-dff5f8fd8113,0.9409141540527344,74,0.7020185456532833,teach clinicians instant identification of anatomical tissues and structures during ultrasound exams
implement corporate governance,http://data.europa.eu/esco/skill/f2c63b7a-ed6c-4890-9f8c-7685d172624c,0.9526963829994202,442,0.7225132585130065,"orchestrate the intake, utilization, and integration of content and data"
apply pre-stitching techniques,http://data.europa.eu/esco/skill/f2ce1560-2a29-41e9-b81b-bbe1554202d8,0.9253835678100586,4,0.689304070121076,implement architectural modular design with pre-fabricated structure offering lesser time to market benefits
understand spoken Belarusian,http://data.europa.eu/esco/skill/f2d14962-e378-4df4-87ce-f1786df2b015,0.7914968132972717,0,0.5410064008778386,autonomously comprehend conversation context
process data,http://data.europa.eu/esco/skill/f2d57f41-43b4-4f5b-8100-3df5c21eda50,0.9544661641120911,773,0.7062975951932099,activate existing data and data science investments
monitor freezing processes,http://data.europa.eu/esco/skill/f2d873cb-d6c0-40cf-81de-8c5ccca5961f,0.9208555221557617,14,0.7340887879039483,validate operational effectiveness and efficiency with liquid cooling and testing processes
work with social service users in a group,http://data.europa.eu/esco/skill/f2da762e-868c-4dff-a936-50a7cb56e44d,0.9170635938644409,13,0.7088115122545704,"provide streamlined, personalized access to resources and communication in a single platform"
conduct chemical testing on basic metals,http://data.europa.eu/esco/skill/f2df64d4-1dd2-47d4-b96c-d553f2523933,0.9267106056213379,3,0.6699569392710517,provide predictions on physicochemical and ADME/ Tox properties of compounds
improve rail service delivery,http://data.europa.eu/esco/skill/f2ee4067-d66b-4c18-bb56-27e32a0c88dc,0.9252521991729736,29,0.7263227986179062,improve routing and context for customer service
interview insurance claimants,http://data.europa.eu/esco/skill/f2eed0ad-6572-461a-b1a6-a4d2b5c2e6b5,0.9068529605865479,5,0.686093079885375,"respond to common queries and issues about product information, order status, and shipping"
cooperate at inter-professional level,http://data.europa.eu/esco/skill/f2f2cd3b-6afd-482e-80af-5823250ef0b8,0.9023779630661011,1,0.6611710342659552,ease of deployment and management for mission-critical containerized applications at the edge
tend textile drying machines,http://data.europa.eu/esco/skill/f2f836c8-5d8c-4f3e-8695-f12742e6510f,0.8599581718444824,0,0.6278113610371628,automate sorting systems for recycling materials with precision and speed
operate wood sawing equipment,http://data.europa.eu/esco/skill/f2f9934c-b462-43e1-9172-432cf1904c8c,0.8689043521881104,0,0.6084352666587228,track and trace wood materials
facilitate access to information,http://data.europa.eu/esco/skill/f2fdd2db-8755-4540-8af8-b46f2c0de95f,0.9776135087013245,460,0.7002431568160586,provide instant access to relevant information
ensure safety conditions in storage rooms,http://data.europa.eu/esco/skill/f3033b6b-c4d5-42a0-a5ed-c239c1c4ffc4,0.9480109810829163,33,0.6898630592377201,ensure compliance and archiving for brands in regulated industries
operate soldering equipment,http://data.europa.eu/esco/skill/f30a7ea4-77dd-452c-8a2d-b06c12606a7f,0.9084494709968567,3,0.6902573896768082,automate sorting systems for recycling materials with precision and speed
shearing of wool,http://data.europa.eu/esco/skill/f313b675-d15b-4ed9-94ac-7ad3f83649eb,0.7466195225715637,0,0.4996366497161561,speed up the design and discovery of biologically active peptides for crop protection
motivate staff to reach sales targets,http://data.europa.eu/esco/skill/f31615c9-a654-4713-b64e-872b2004d82b,0.9311153292655945,54,0.6643266681171317,deliver insights to sales representatives
interpret radiology examinations,http://data.europa.eu/esco/skill/f3186084-1d7d-4065-a63c-2e5d3b81912d,0.9219290614128113,9,0.7120773321479674,interpret medical terminologies and context
ride horses,http://data.europa.eu/esco/skill/f31bc8df-aa92-4371-a2b4-18215fcb9700,0.7772063612937927,0,0.5610265603248192,track and recognise common sitting postures
adjust temperature gauges,http://data.europa.eu/esco/skill/f31ca02e-5ad1-41dc-aed2-5a9a6db96bd2,0.902085542678833,1,0.6165812885461444,adjust temperature
officiate weddings,http://data.europa.eu/esco/skill/f3227dab-52a8-4628-a5e3-2cc283d77eaf,0.9285114407539368,15,0.6873620543830208,"scale to meet the demands of any production including multiple actors, big stages, and events"
conduct pregnancy massages,http://data.europa.eu/esco/skill/f3290909-1730-43bf-9bb0-03cfee12ee15,0.8595023155212402,0,0.6456612499569865,utilize data and results to generate trained machine learning models to improve the diagnosis and prediction of urological diseases such as bladder cancer
plan tiling,http://data.europa.eu/esco/skill/f32a00ba-39af-4914-8504-434ed2a2fa6c,0.9089912176132202,1,0.6656325427090268,accelerate the permitting and construction planning processes
set up equipment in a timely manner,http://data.europa.eu/esco/skill/f32eb5de-3fc7-4bba-853a-c6f2f043c33e,0.9140009880065918,2,0.5829048394156565,set up a localized welcome and checkout experience
operate a range of underground mining equipment,http://data.europa.eu/esco/skill/f3316342-f9f3-4223-8901-e92dd1c59177,0.9285446405410767,25,0.6658350648179264,support transport of equipment and material
install firestops,http://data.europa.eu/esco/skill/f33435ca-ec16-4bf1-8569-abf2ce8f04e3,0.8223362565040588,0,0.6143610575153549,monitor underground construction environment safety
monitor military equipment use,http://data.europa.eu/esco/skill/f334a048-ad2a-40f5-b5dc-a9a846c38623,0.9060563445091248,7,0.7181604690512654,apply information to unique supply chains using artificial intelligence and automation
select filler metal,http://data.europa.eu/esco/skill/f33b0ef2-7fe1-4ac1-96c4-36a1bff1771b,0.8564028143882751,0,0.6324603974588158,"analyze demand patterns for promoted, seasonal, or intermittent products"
correspond with licence applicants,http://data.europa.eu/esco/skill/f34dddee-e64b-45de-b1f8-9bef375689dc,0.9366067051887512,189,0.7128787961502626,control the types of offers eligible to be displayed to customers
adapt to acting roles,http://data.europa.eu/esco/skill/f34ee429-b36d-49f9-a927-80b67a467cc8,0.9260284304618835,34,0.6510296280135595,customize column placements according to individual operational roles and preferences
investigate soil stability,http://data.europa.eu/esco/skill/f351292a-db64-4b8b-8029-5687290bddc1,0.8956846594810486,0,0.67864466907455,analyze genetic information to accelerate and improve natural development of crops and animals
direct airport subcontractors,http://data.europa.eu/esco/skill/f35f83b7-ee52-4904-a9c1-94b8507635c6,0.9154495596885681,23,0.7120623996309577,"personalize experience to meet the needs of individual staff members, teams, and students"
manage funeral equipment,http://data.europa.eu/esco/skill/f36d3d7e-359f-420d-a22b-d0d2e0ebfa08,0.9082357287406921,9,0.6778675953135387,"remotely access, control, manage, monitor, and repair devices of any kind"
maintain inventory of tools,http://data.europa.eu/esco/skill/f371606f-9b45-4340-9e92-ebd91d14ab29,0.9377387762069702,175,0.7066620313208888,ensure transparency in the use of personal information
enforce regulations of selling tobacco to minors,http://data.europa.eu/esco/skill/f376fe48-dd47-4cfb-a14d-e73dfa9ae702,0.9319087266921997,26,0.6488711742516261,assess the vulnerability of properties to wildfires
apply customer engagement strategy,http://data.europa.eu/esco/skill/f37d9f67-2e79-4958-8307-1ce9d6dcc8bd,0.9288992285728455,55,0.7445163348781725,comprehensive customer experience throughout the implementation and support processes
groom animals,http://data.europa.eu/esco/skill/f37dd722-72b4-4550-bca1-d19176208deb,0.8824290037155151,0,0.6641824108094243,generate language models and motions without the need for training
interpret floor plans,http://data.europa.eu/esco/skill/f37e7d5e-fe95-4662-98d4-9f64675532e9,0.854957640171051,0,0.6423759598940908,accelerate the permitting and construction planning processes
climb trees,http://data.europa.eu/esco/skill/f3805809-9882-4bc5-bce1-b44040758b64,0.8555455207824707,0,0.4179359539560266,visualize tree planting and tree growing activities
advertise the gallery,http://data.europa.eu/esco/skill/f38c18f1-f44a-42f2-b9f1-92064258e37a,0.8766850233078003,0,0.6318261894547759,open a digital wallet for the reception and conservation of tokens
operate an emergency communication system,http://data.europa.eu/esco/skill/f39336a8-8bf3-4a36-ac40-2f88836f5112,0.9459137320518494,105,0.729713634915605,"configure, control and program mobile systems"
use cooking techniques,http://data.europa.eu/esco/skill/f3934441-4bff-4076-9945-e6c51a01c467,0.9038095474243164,1,0.6671610449437296,"use GenerativeAI, machine learning, and large language models to improve billing transparency"
supervise data entry,http://data.europa.eu/esco/skill/f399a9c1-be41-4117-bf86-a64b503c4cfd,0.9354490041732788,86,0.7036155880484802,separate security data from compliance and observability data
follow the news,http://data.europa.eu/esco/skill/f39a5dcd-1b8b-4eff-a021-a96196fd71eb,0.8829312920570374,0,0.6358154873917194,provide connected vehicles with critical information about the presence of all road users in their vicinity
set up media storage ,http://data.europa.eu/esco/skill/f39ea734-faef-48a7-9544-14e691aed6ab,0.9160334467887878,59,0.7338522535176114,monitor and manage security and compliance across hybrid and public cloud environments
assist disable passengers,http://data.europa.eu/esco/skill/f3a96be9-639d-43e0-aed5-c596980798d6,0.9170688390731812,2,0.6743788769221654,provide fleets with safety feedback and recommendations to reduce crashes
organise cultural events,http://data.europa.eu/esco/skill/f3b841c9-17d1-4cc3-9e6b-36c17b0d15d3,0.8866568803787231,0,0.6189423691151831,identify and leverage local trends in content creation
inspect toys and games for damage,http://data.europa.eu/esco/skill/f3be7a2c-c91d-4ae9-86f5-778dd3497309,0.8615155220031738,0,0.6327387481026523,track damage for maintenance and planning
prioritise emergencies,http://data.europa.eu/esco/skill/f3c38c0f-eef5-443f-be68-14d74eaa695b,0.912790060043335,6,0.7065502675549913,examination of custodians and counterparties to provide comprehensive risk assessments
support employability of people with disabilities,http://data.europa.eu/esco/skill/f3c5fae0-c0e3-4410-bc09-62bd82d4cecc,0.9469625949859619,243,0.7133210233358794,provide connected vehicles with critical information about the presence of all road users in their vicinity
report on environmental issues,http://data.europa.eu/esco/skill/f3cc52e3-a96c-4549-b841-6e41a846fa99,0.9387234449386597,25,0.6871628499141732,prioritize security issues based on context and business criticality
use aeronautical mobile service communications,http://data.europa.eu/esco/skill/f3d8547b-e7c4-4024-8f2d-0ccf3f522779,0.9488371014595032,346,0.7268285871741742,enable automated application of policies and controls through accurate classification and metadata attachment
practice humour,http://data.europa.eu/esco/skill/f3dea00d-53d9-4148-9304-986a14ff5b00,0.8770822286605835,0,0.6080443185327329,"analyze and act on linguistic features like tone, sentiment, and context"
reach out to diverse youth,http://data.europa.eu/esco/skill/f3e4337a-201e-4199-b32d-9d58b77527db,0.9037555456161499,5,0.6432064176403309,"empower governments and public health leaders to prevent, detect, and respond to biological threats"
repair orthopedic goods,http://data.europa.eu/esco/skill/f3e7f152-27f1-4f29-a0d6-40619927df88,0.8494343161582947,0,0.652280253162097,utilize artificial intelligence and machine learning to enable revenue growth for packaged goods companies
identify damaged goods before shipment,http://data.europa.eu/esco/skill/f3f15fe4-3e74-4cc2-b0ac-71a330885e3e,0.8726009726524353,0,0.6122982927000543,accurately identify weighing goods
ensure visual quality of the set,http://data.europa.eu/esco/skill/f3ff2fee-879c-4112-9002-d2df984fcbb0,0.9460021257400513,143,0.677015693081648,optimize the speed and relevance of decision making
determine resale value of items,http://data.europa.eu/esco/skill/f404d931-49b3-404b-beb1-cf378f057be6,0.9188852310180664,12,0.6899657014799037,optimize packaging to use least amount of material while maintaining product integrity
enforce health and safety regulations for bread products,http://data.europa.eu/esco/skill/f404dcb3-4ed1-404e-9ab8-992918d836ac,0.9310814142227173,45,0.7035298528853018,upholds health and safety compliance standards
organise property viewing,http://data.europa.eu/esco/skill/f405e179-f6bb-4c19-92f3-023a7254382c,0.9294143915176392,143,0.6982986772122337,"provide streamlined, personalized access to resources and communication in a single platform"
support blood transfusion services,http://data.europa.eu/esco/skill/f40ab382-0a5d-4ade-af36-106c85ec7353,0.8643947839736938,0,0.6590833240892887,connect with physician and hospital partners for consistent information flow
advise on crop diseases,http://data.europa.eu/esco/skill/f40be391-915a-4f80-bc3d-b727cfd172b6,0.9194503426551819,6,0.6547816726755222,offer insights on the effectiveness of continuous listening strategies
convert different audiovisual formats,http://data.europa.eu/esco/skill/f40da95c-febe-406c-96aa-2d6d9c09a0a3,0.8876732587814331,0,0.6596654895356581,extract pronunciations from user-generated audio files
use abrasive wheel,http://data.europa.eu/esco/skill/f410f486-96d4-418c-a6ea-32093adbce76,0.8386946320533752,0,0.6460433676114824,optimize packaging to use least amount of material while maintaining product integrity
manage facilities services,http://data.europa.eu/esco/skill/f41d4cd2-58ed-4ad6-b9c1-a5175c88d392,0.940859854221344,350,0.7387992482799867,manage operations for ADAS service and calibration businesses
prospect new regional contracts,http://data.europa.eu/esco/skill/f41f860f-91ab-4ca7-a906-483fa9d13c16,0.9124278426170349,3,0.6816433225870535,uncover new revenue and expansion opportunities
examine legislative drafts,http://data.europa.eu/esco/skill/f41f8ff8-b3c6-4f83-9e17-bfa857a01c94,0.9124462604522705,28,0.6995356688210829,provide timely critical intelligence for governments and enterprises to safeguard citizens and infrastructure
use milk control software,http://data.europa.eu/esco/skill/f4229545-9cd3-4abf-ac7b-744040a7a61b,0.8886244297027588,0,0.6849431689189962,use quality control for content reliability
manage horse events,http://data.europa.eu/esco/skill/f423476b-9e88-4127-83ca-c0b7ab6f7487,0.9072525501251221,1,0.6844601332224379,"scale to meet the demands of any production including multiple actors, big stages, and events"
assemble cocktail garnishes,http://data.europa.eu/esco/skill/f42df0af-c63b-41a7-815f-ab5eb85098e3,0.88103187084198,0,0.6511746130412875,"add intelligence and automation to food, apparel, packaging, pharmaceuticals products"
apply digital security measures,http://data.europa.eu/esco/skill/f4346299-e22a-4686-8e61-2c9b0cd51c7d,0.9190158843994141,40,0.7519822142784448,protect devices with automated policies
monitor valves,http://data.europa.eu/esco/skill/f4349677-549e-419a-8f8e-eb10bfe10720,0.8670290112495422,0,0.6483903531271836,improve interaction with external devices or systems
identify clients' needs,http://data.europa.eu/esco/skill/f43ee9cc-7284-406f-b23f-3eedb0581141,0.9467402100563049,5,0.6259920329063979,detect and anticipate users' needs
liaise between theatre direction and design team,http://data.europa.eu/esco/skill/f441f55b-7ba0-4c5b-9ac2-1335a4d68813,0.9071292281150818,2,0.6389407818108319,foster collaboration between engineering and service teams
monitor stationary rail sensors,http://data.europa.eu/esco/skill/f4471c04-3c13-4e42-a828-f1877841825d,0.9112313985824585,3,0.6933795856047308,integrate sensor technology with unmanned aerial systems for mobile monitoring of large areas
advise on mine equipment,http://data.europa.eu/esco/skill/f4482d36-86d0-422d-aeb2-59d1bbebb6ff,0.899086594581604,0,0.6320656928399658,provide insights and guidance on home financing
ensure products meet regulatory requirements,http://data.europa.eu/esco/skill/f453b1a6-c7db-4d9d-9ba3-47c45159bfe3,0.9514794945716858,85,0.7258669744876903,continuously meet and maintain compliance requirements
calculate exposure to radiation,http://data.europa.eu/esco/skill/f46220aa-ad70-4c18-99dc-cb978f2850d2,0.9308919906616211,20,0.723600965922176,utilize data and results to generate trained machine learning models to improve the diagnosis and prediction of urological diseases such as bladder cancer
test lift operation,http://data.europa.eu/esco/skill/f464be1f-4bb2-4501-a7d2-3ff74daca3bd,0.8852214813232422,0,0.6850225870233366,increase the efficiency and accuracy of software testing
examine production samples,http://data.europa.eu/esco/skill/f4751ef2-75fb-4c3b-9827-143895ee6218,0.9025977253913879,2,0.7155868271809249,"integrate various data sources like code, documentation, and logs to provide root cause and resolution suggestions with supporting evidence"
analyse the training market,http://data.europa.eu/esco/skill/f4801e7a-c448-4fe8-b9d7-2d30666e04ce,0.9301455616950989,38,0.706815721770407,"workflow solutions in the global capital, commodity and automotive markets"
modify casts for prostheses,http://data.europa.eu/esco/skill/f4997eb0-5c30-4c7b-abc6-592b65038003,0.8977810740470886,0,0.6927680057110376,generate language models and motions without the need for training
compile cooking recipes,http://data.europa.eu/esco/skill/f4a30153-2b27-4c15-82ea-e0216bd0012f,0.8689447045326233,0,0.6323221916549299,generate content and recipes
sell vehicles,http://data.europa.eu/esco/skill/f4a447b1-60a4-4ecd-bd93-43b6cf4530b1,0.8348354697227478,0,0.6245862998325916,"provide small business insurance through a seamless, embedded distribution model"
perform ICT security testing,http://data.europa.eu/esco/skill/f4a85869-1855-45d5-a43c-7ee8cd451996,0.9432541728019714,770,0.7604212051646574,"develop systems, software, and artificial intelligence for security scanning"
select equipment required for moving activities,http://data.europa.eu/esco/skill/f4ad3d0a-a5c0-4442-9485-6e3ca83be035,0.9363242387771606,189,0.7397238824905618,generate language models and motions without the need for training
level earth surface,http://data.europa.eu/esco/skill/f4aeba43-dab5-47fa-89ba-f957ecc86657,0.8600303530693054,0,0.6230165124248794,provide real-time visibility into attack surface and threat landscape
operate turf management equipment,http://data.europa.eu/esco/skill/f4b4accf-11b2-45bc-b47d-95f7cf9c569c,0.8749958276748657,0,0.6741282252834385,enable smart building and facility management applications
exercise rights and responsibilities,http://data.europa.eu/esco/skill/f4bcdb75-df28-441d-a52b-9730904f36a1,0.9286860823631287,27,0.6816502586504752,"democratize access to financial innovation, particularly in regions with limited accessibility"
analyse issues,http://data.europa.eu/esco/skill/f4cb64be-4215-4dbf-8649-70ae33228802,0.9084770679473877,1,0.6949870096612928,"query transportation information to understand issues, their causes, and potential impacts"
operate flexographic printing machine,http://data.europa.eu/esco/skill/f4cd5ece-c0e2-42d7-83ef-2008fe0d7cb6,0.8977530598640442,0,0.7091684770282536,automate defect detection and classification with image processing and machine learning algorithms
keep records on sales,http://data.europa.eu/esco/skill/f4d3a8ff-2db1-4015-aa28-d4564afef3fd,0.8965781331062317,0,0.6550118300463909,return a unified stream of compliance intelligence on companies and people
assemble automotive batteries,http://data.europa.eu/esco/skill/f4e02d83-0a70-4195-b84c-989040fab081,0.9029095768928528,2,0.6945178104293298,automate sorting systems for recycling materials with precision and speed
drive vehicles in processions,http://data.europa.eu/esco/skill/f4f2cb26-95c8-4d49-8dbc-fd0a514e2e50,0.9416096806526184,7,0.6073751182274819,produce humanlike driving capabilities in autonomous vehicles
study human societies,http://data.europa.eu/esco/skill/f5019d58-1f9a-4c1d-9a68-6ed7b8ec3eca,0.9200007319450378,17,0.6932031273062403,improve efficiency of translating findings from animal models to human trials
work to develop physical ability to perform at the highest level in sport,http://data.europa.eu/esco/skill/f504dee7-f68d-4d1b-8707-cda82f0f1d6c,0.9330089092254639,52,0.6982472207952741,"democratize access to financial innovation, particularly in regions with limited accessibility"
maintain museum records,http://data.europa.eu/esco/skill/f509c7cb-ec40-49b8-a2eb-c3bc35934bbc,0.8308760523796082,0,0.5926065225114067,"maintain secure, searchable records"
teach communication methods,http://data.europa.eu/esco/skill/f5122357-c3f7-4f3e-b0cc-25173199d554,0.9364539384841919,124,0.7295370340576898,"use GenerativeAI, machine learning, and large language models to improve billing transparency"
design thermal requirements,http://data.europa.eu/esco/skill/f519caf2-a69f-4357-a8b7-d992e4bfdae3,0.936737596988678,74,0.7336098942091933,sourcing optimized material compositions for enhanced product performance and sustainability measures
manage indoor tanning sessions,http://data.europa.eu/esco/skill/f520496d-89b7-4c71-b277-e9082552db78,0.903752863407135,1,0.7090431552180884,reduce the time and effort required for testing activities
support migrants to integrate in the receiving country,http://data.europa.eu/esco/skill/f524f72e-d3d0-4691-9c57-d19756d8b847,0.9529668688774109,59,0.676827043063333,"democratize access to financial innovation, particularly in regions with limited accessibility"
adapt to changes in technological development plans,http://data.europa.eu/esco/skill/f5308e60-d763-4ead-be95-88c96fb3e02b,0.9320249557495117,115,0.7174830222350225,"democratize access to financial innovation, particularly in regions with limited accessibility"
